DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE
BAMBUTEROL CHLORHYDRATE ,OXEOL,COMPRIME SECABLE ,10MG,B/30,Liste I
BUDESONIDE,PULMICORT,SUSP. P.  INHAL. PAR NEBULISEUR EN RECIPIENT UNIDOSE,"0,5MG/2ML",B/04ETUIS DE 05 RECIPIENTS UNIDOSES,Liste I
BUDESONIDE,PULMICORT,SUSP. P.  INHAL. PAR NEBULISEUR EN RECIPIENT UNIDOSE,1MG/2ML,B/04ETUIS DE 05 RECIPIENTS UNIDOSES,Liste I
BUDESONIDE,PULMICORT TURBUHALER,PDRE POUR INHAL BUCCALE,200µG/DOSE,FL/200 DOSES,Liste I
FORMOTEROL FUMARATE ,FORADIL,PDRE POUR INHAL. EN GLES. AVEC INHALATEUR.,12µG,B/30 ET B/60,Liste I
FORMOTEROL HEMIFUMARATE,FORMOTEROL ZENTIVA,PDRE. P. INHAL. EN GLES. + INHALATEUR.,12µG,B/60,Liste I
FUMARATE DE FORMOTEROL,RESPYFOR,POUDRE POUR INHALATION EN GELULE ,12µG/Gelule ,B/60 GELULES+INHALATEUR,LISTE I 
FLUTICASONE PROPIONATE/SALMETEROL XINAFOATE EXPRIME EN SALMETEROL,SERETIDE DISKUS,PDRE. P. INHAL.,100µG/50µG/DOSE,F/60DOSES,Liste I
FLUTICASONE PROPIONATE/SALMETEROL XINAFOATE EXPRIME EN SALMETEROL,SERETIDE DISKUS,PDRE. P. INHAL.,250µG/50µG/DOSE,F/60DOSES,Liste I
FLUTICASONE PROPIONATE/SALMETEROL XINAFOATE EXPRIME EN SALMETEROL,SERETIDE DISKUS,PDRE. P. INHAL.,500µG/50µG/DOSE,F/60DOSES,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MEXAM,COMP. PELL.,10MG,B/30,LISTE I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONKAST,COMPRIME PELLICULE ,10MG,B/28,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONTELUKAST BEKER,COMPRIME PELLICULE ,10MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONTELUKAST GEO,COMPRIME PELLICULE ,10MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MOTRINEX,COMPRIME PELLICULE ,10MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,ONCEAIR,COMPRIME PELLICULE ,10MG,B/28,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,SINGASM ,COMPRIME PELLICULE ,10MG,B/30,Liste I
MONTELUKAST SODIQUE (MONTELUKAST),MONTELAIR,COMPRIME PELLICULE ,10MG,B/30,LISTE I
MONTELUKAST SODIUM,MONTEKAST,COMPRIME PELLICULE,10MG,B/30,LISTE I
MONTELUKAST SODIUM EXPRIME EN MONTELUKAST,MONTELUDEX,COMP A CROQUER,10MG,B/30,LISTE I
MONTELUKAST ,MONTELUDEX,COMPRIMES A CROQUER ,4 MG,BOITE DE 30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONTELUKAST BEKER,COMPRIME A CROQUER,4MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MOTRINEX,COMPRIME A CROQUER,4MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,ONCEAIR,COMPRIME A CROQUER,4MG,B/28,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,SINGASM,COMPRIME A CROQUER,4MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,TEMOST,COMPRIME A CROQUER,4MG,B/30,Liste I
MONTELUKAST SODIQUE (MONTELUKAST),MONTELAIR,COMPRIME A CROQUER,4MG,B/30,LISTE I
Montelukast  sodique ,MONTEKAST,COMPRIME A CROQUER,5 MG,BOITE DE 30,LISTE I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MEXAM,COMP. A CROQUER,05MG,B/30,LISTE I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONKAST,COMPRIME A CROQUER,5MG,B/28,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MONTELUKAST BEKER,COMPRIME A CROQUER,5MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MOTRINEX,COMPRIME A CROQUER,5MG,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,ONCEAIR,COMPRIME A CROQUER,5MG,B/28,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,SINGASM,COMPRIME A CROQUER,5MG,B/30,Liste I
MONTELUKAST SODIQUE (MONTELUKAST),MONTELAIR,COMPRIME A CROQUER,5MG,B/30,LISTE I
MONTELUKAST SODIUM,MONTEKAST,COMPRIME A CROQUER,5MG,B/30,LISTE I
MONTELUKAST SODIUM EXPRIME EN MONTELUKAST,MONTELUDEX,COMP A CROQUER,5MG,B/30,LISTE I
TIOTROPIUM BROMURE MONOHYDRATE EXPRIME EN TIOTROPIUM,SPIRIVA,PDRE. P. INHALATION EN GLES.,18µG,B/30 ET B/30+INHALATEUR (HanDihaler),Liste I
FORMOTEROL FUMARATE,FORATEC HFA,SPRAY INHAL. BUCCALE,12µG/DOSE,FL./120DOSES,Liste I
SALBUTAMOL SULFATE/BROMURE D'IPRATROPIUM ANHYDRE,IPRALIN,PDRE. INHAL. EN GLES.,200µG/40µG,B/30,Liste I
SALBUTAMOL SULFATE EXPRIME EN SALBUTAMOL,ASTHALIN,PDRE. P. INHAL. EN GLES. + INHALATEUR.,200µG/GLE.,B/30,Liste I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,MEXAM,Granulés,4MG/SACHET-DOSE,B/30 SACHETS-DOSES,LISTE I
MONTELUKAST  SODIQUE EXPRIME EN MONTELUKAST,SINGULAIR,GRLES. EN SACHET-DOSE,4MG/SACHET,B/28 SACHETS,Liste I
OMALIZUMAB ,XOLAIR,POUDRE ET SOLVANT POUR PREPARATION INJECTABLE S/C,150MG/FL,B/01 FLACON DE  POUDRE DE 5ML ET SOLV 2ML ,Liste I
CODEINE ,TUSSICOD,SIROP. AD.,0.0005,FL/125 ML,Liste II
CODEINE CAMPHOSULFONATE,NEO-CODION ADULTE,SIROP,"0,1722G/100ML (CODEINE BASE  15,4MG/CUILLERE A SOUPE)",FL/180 ML,Liste II
CODEINE CAMPHOSULFONATE EXPRIME EN CODEINE/BENZOATE DE SODIUM ,NEO-CODION ENFANT,SIROP ,"3,285MG/61MG/5ML",FL/125ML,Liste II
CODEINE ,NEO-CODION,COMPRIME,25MG,B/20,
DEXTROMETHORPHANE BROMHYDRATE/MEPYRAMINE MALEATE,ATUSSINE ADULTES,SIROP,"0,2G/0,2G/100ML",FL/125ML,
DEXTROMETHORPHANE BROMHYDRATE/ MEPYRAMINE MALEATE/GUAÏFENESINE,ATUSSINE ENFANTS,SIROP,"0,1G/0,1G/0,4G/100ML",FL/125ML,
PHOLCODINE,RHINATHIOL AD TOUX SECHE,SIROP,0.0012,FL/125ML,Liste I
CODEINE/EXTRAIT FLUIDE D'ERYSIUM,POLERY ADULTE,SIROP,"11,8MG/443MG/15ML",FL/200ML,
DEXTROMETHORPHANE BROMHYDRATE,TUSSIDEX,SIROP,0.002,FL./125ML + GOBELET DOSEUR GRADUE,
DEXTROMETHORPHANE BROMHYDRATE,HUMEX TOUX SECHE ENFANT,SIROP,"0,1G/100ML (OU 5MG/5ML)",FL./125ML + GOBELET DOSEUR GRADUE,
DEXTROMETHORPHANE BROMHYDRATE,TUSSIDEX ,SIROP,"0,1G/100ML (OU 5MG/5ML)",FL./125ML + GOBELET DOSEUR GRADUE,
PHOLCODINE/GAIACOL,BIOCALYPTOL A LA PHOLCODINE,SIROP,"131MG/19,75MG/100ML",FL/200ML,Liste I
DEXTROMETHORPHANE BROMHYDRATE,HUMEX TOUX SECHE ADULTE,SIROP,"0,133G/100ML (OU 20MG/15ML )",FL./125ML + GOBELET DOSEUR GRADUE,
OXELADINE,EUPNEX,SIROP,10 MG/5ML,FL/180 ML+GOBLET DOSEUR ,
BENZOATE DE SODIUM/TEINTURE DE GRINDELIA/SIROP DE POLYGALA,NEO-CODION NOURRISSONS,SIROP ,"74,1MG/30,8MG/32,964MG/CUILLERE A CAFE",FL/125 ML,
OXOMEMAZINE,OXOMEMAZINE,SOL.BUV.,1MG/ML,FL/100ML,Liste II
OXOMEMAZINE,OXOMERAL,SIROP,1MG/ML,FL/200ML,Liste II
OXOMEMAZINE,TOPLEX,SIROP,1MG/ML,FL/125ML,Liste II
OCIMUM SANCTUM/GLYCERRHIZA GLABRA/CURCUMA LONGA/ZINGIBER OFFICINAL/ADHATODA VASICA/SOLANUM INDICUM/INULA RACEMOSA /PIPER CUBEBA/TERMINALIA BELERICA/ALOE BARBADENSIS/MENTHOL.,ZECUF AVEC SUCRE,SIROP,100MG/60MG/50MG/10MG/60MG/20MG/20MG/10MG/20MG/50MG/06MG par 10ML,FL/120ML,LISTE I 
TENOATE DE SODIUM,TROPHYL N,SUPPO.NOUR,95MG,B/8,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TROPHIRES-NOURRISSONS,SUPPO.,"0,095G/0,044G",B/8,
TENOATE DE SODIUM,TROPHYL E,SUPPO.ENF,190MG,B/8,
PHOLCODINE,TUSSO RHINATHIOL TOUX SECHE ENFANT,SIROP,"0,06%",F/125ML,Liste I
PARACETAMOL/HUILE ESSENTIELLE DE PIN DE SYLVESTRE,FEBRECTOL NOURRISSONS,SUPPO.,150MG/20MG,B/06,
PARACETAMOL/HUILE ESSENTIELLE DE PIN DE SYLVESTRE,FEBRECTOL ENFANTS,SUPPO.,300MG/30MG,B/06,
PARACETAMOL/HUILE ESSENTIELLE DE PIN DE SYLVESTRE,FEBRECTOL ADULTES,SUPPO.,600MG/40MG,B/06,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TROPHIRES-ADULTES,SUPPO.,"0,285G/0,110G",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,TROPHIRES COMPOSE NOURRISSONS,SUPPO.,"0,065G/0,044G/0,150G",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,TROPHYL PLUS N,SUPPO. NOURRISSON,"0,065G/0,044G/150MG",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,THYNORES PLUS ENFANT,SUPPO.,130MG/75MG/300MG,B/10,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,TROPHIRES COMPOSE ENFANTS,SUPPO.,"0,130G/0,075G/0,300G",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,TROPHYL PLUS E,SUPPO. ENFANT,"0,130G/0,075G/300MG",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS/PARACETAMOL,TROPHIRES COMPOSE ADULTES,SUPPO.,"0,200G/0,110G/0,450G",B/08,
PHOLCODINE/EXTRAIT FLUIDE D'ERYSIMUM,POLERY ENFANTS,SIROP,"1MG/29,6MG",FL./125ML,Liste I
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TROPHIRES-ENFANTS,SUPPO.,"0,190G/0,075G",B/08,
TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS ,TYNORES ENFANT,SUPPO.,"0,190G/0,075G",B/10,
DEXTROMETHORPHANE BROMHYDRATE,BRONCHOCALM ADULTES,SIROP ,"0,2%",FL/150ML,
DEXTROMETHORPHANE HYDROBROMIDE,"DEXSTOP 0,2%",SIROP,"0,2%",FL./125ML,
DEXTROMETHORPHANE BROMHYDRATE,BRONCHOCALM ENFANTS,SIROP ,"0,1%",FL/125ML,
DEXTROMETHORPHANE HYDROBROMIDE,DEXSTOP ENFANTS,SIROP ,"O,1%",FL/125ML,
GUAIFENESINE (DCI)/BENZOATE DE SODIUM/TERPINE/EUCALYPTOL ,FLUPEX,SOLUTION BUV,"30MG/300MG/37,5MG/1,5MG/15ML",FL./200ML,
OXOMEMAZINE,TOPLEXIL,SIROP,"0,33MG/ML",FL/150ML,
BUTAMIRATE CITRATE,"SINECOD 0,15%",SIROP,"1,5MG/ML",FL./200ML,
CARBOCISTEINE,HUMEX EXPECTORANT ENFANT ,SIROP,2% (100MG/5ML),B/1FL. DE 125ML AVEC GOBELET DOSEUR,
CARBOCISTEINE,PECTOSAN EXPECTORAN ENFANT,SIROP,2% (OU 2G/100ML),FL./150ML,
CARBOCISTEINE,RHINOLACTOL,SIROP.,0.02,FLACON 125ML,LISTE I
CARBOCYSTEINE,BIOCARB  ENFANT,SIROP ,0.02,FL./125ML,
CARBOCYSTEINE,BRONCHOLACTOL ENFANT,SIROP,0.02,FL/125ML,
CARBOCYSTEINE,CARBOFLUID ENFANT,SIROP ,0.02,FL/125 ML,
CARBOCYSTEINE,CARBOLAM,SIROP ENFANTS ET NOURRISSONS,0.02,FL./125ML + CUILLERE MESURE DE 5ML,
CARBOCYSTEINE,CARBOMEX,SIROP ,0.02,FL/100ML+GOBLET DOSEUR,
CARBOCYSTEINE,GRIPEX TOUX GRASSE,SOLUTION BUVABLE,0.02,FL./200 ML,
CARBOCYSTEINE,MUCOLYSE ENFANT,SOL. BUV.,0.02,FL./100ML,
CARBOCYSTEINE,PULMOFOR ENFANT,SOL. BUV.,0.02,FL/125ML,
CARBOCYSTEINE,RHINATHIOL ENFANT,SIROP,0.02,FL/125 ML,
CARBOCISTEINE,GRIPEX TOUX GRASSE,SOL BUV,0.05,FL./200ML+UNE CUILLERE GRADUE DE 5ML,
CARBOCISTEINE,HUMEX EXPECTORANT ADULTE,SIROP,0.05,B/1FL. DE 125ML AVEC GOBELET DOSEUR,
CARBOCISTEINE,PECTOSAN EXPECTORANT ADULTE,SIROP,0.05,FL./250ML,
CARBOCISTEINE,RHINOLACTOL,SIROP ADULTE,0.05,FL./150ML,
CARBOCYSTEINE,BIOCARB ADULTE,SIROP,0.05,F/125ML,
CARBOCYSTEINE,BRONCHOLACTOL ADULTES,SIROP,0.05,FL/150ML,
CARBOCYSTEINE,CARBODAL SANS SUCRE,SOL. ORA.,0.05,FL./125ML,
CARBOCYSTEINE,CARBOFLUIDE ADULTE,SIROP ,0.05,FL/125ML,
CARBOCYSTEINE,CARBOLAM,SIROP ADULTE,0.05,FL./125ML,
CARBOCYSTEINE,CARBOMEX,SOL BUV,0.05,FL/150ML +GOBLET DOSEUR DE 150 ML,
CARBOCYSTEINE,MUCOLYSE AD.,SOL. BUV.,0.05,F/150ML,
CARBOCYSTEINE,PULMOFOR ADULTES,SOL. BUV.,0.05,FL./125ML,
CARBOCYSTEINE,RHINATHIOL  ADULTE,SIROP,0.05,FL/125ML,
AMBROXOL  ( SOUS FORME DE CHLORHYDRATE)**,TOUXOL,SOL. BUV.,"0,3%**",FL/125 ML,Liste II
AMBROXOL  (CHLORHYDRATE),AMBOLAR,SOL. BUV.,0.003,FL/150ML,Liste II
AMBROXOL  (CHLORHYDRATE),AMBRODAL,SOL. BUV.,0.003,B/01 FL DE 100 ML,Liste II
AMBROXOL (CHLORHYDRATE),BROXOL,SIROP ,0.003,FL./100ML,Liste II
AMBROXOL (CHLORHYDRATE),FLUXOL,SOL BUV,0.003,FL/200ML,Liste II
AMBROXOL (SOUS FORME DE CHLORHYDRATE),IXOL,SOL. BUV.,"0,3%**",FL./200ML,Liste II
AMBROXOL CHLORHYDRATE,MUCOREX,SOL. BUVABLE,0.30%,FLC 150ML,LISTE II
N-ACETYLCYSTEINE,FLUIMICIL EXPECTORANT ACETYLCYSTEINE,GRANULES .SOL .BUV EN SACHET-DOSE,200MG/SACHET-DOSE,B/30 SACHETS,
N-ACETYLCYSTEINE,N-ACETYLCYSTEINE BGL,GRANULES .SOL .BUV EN SACHET-DOSE,200MG/SACHET-DOSE,B/20 SACHETS,
N-ACETYLCYSTEINE,SOLMUCOL 200,GRLES. SOL. BUV. SACH-DOSE,200MG,B/20 ,
CARBOCYTEINE ,RHINATHIOL AD SANS SUCRE,SIROP,0.05,FL/200ML,
CARBOCYSTEINE,MUCOLAD,GLES.,375MG,B/20,
BROMHEXINE,ISOLVON,SIROP,10MG/5ML,F/60ML,
BROMHEXINE CHLORHYDRATE,BROMHEXINE KPMA,SOL BUV ,10MG/5ML,B/1 FL DE 60 ML,
CARBOCYSTEINE,RHINATHIOL SANS SUCRE ENFANTS ET NOURRISSONS,SIROP,0.02,B/1FL 125ML,
ACETYLCYSTEINE OU N ACETYLCYSTEINE,FLUIMEX,COMP. EFFER.,200MG,B/20,
MEGLUMINE (BENZOATE  ANHYDRE)/POLYSORBATE 20,FLUISEDAL SANS PROMETHAZINE,SIROP,130MG/15MG/5ML,B/1FL. DE 125ML,
BALSAMIQUES POUR INHALATION,BALSOFUMINE  SIMPLE,SOL. P. INHAL.,,FL/84ML,
BALSAMIQUES POUR INHALATION,RHUM 'NET,MECHE IMPREGNEE DANS 1ML DE SOLUTION,,INHALATEUR AVEC MECHE IMPREGNEE DANS 1ML DE SOLUTION,
BALSAMIQUES POUR INHALATION,BALSOFUMINE MENTHOLEE,SOL. P. INHAL.,0.01,FL/84ML,
BALSAMIQUES POUR INHALATION,BALSOFUMINE MENTHOLEE,SOL. P. INHAL.,0.04,FL/84ML,
BALSAMIQUES POUR INHALATION,VAPORHUM,BAUME,,POT/40G,
BUDESONIDE DIPROPIONATE,BUDIAIR 200µG ET BUDIAIR 200µG JET,SOL. SOUS PRESSION P. INHAL. BUCC.,200µG/DOSE,FL./200DOSES ET FL./200DOSES + CHAMBRE P. INHAL.(JET),Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),BREQUAL,CAPSULES CONTENANT PDRE.PR INHAL.,100µG**/50µG*,B/60 ,Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),SALFLUZON,PDRE. INHAL. EN GLES. + INHALATEUR,100µG**/50µG**/GELE.,B/60 GELULE + INHALATEUR,Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),SEROFLO,PDRE. INHAL. EN GLES. + INHALATEUR,100µG**/50µG**/GELE.,B/30,Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),BREQUAL,CAPSULES CONTENANT PDRE.PR INHAL.,250µG**/50µG*,B/60 +INHALATEUR DE QHALER,Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),SALFLUZON,CAPSULES CONTENANT PDRE.PR INHAL.,250µG**/50µG*,B/60 +INHALATEUR ,Liste I
FLUTICASONE(SOUS FORME DE PROPIONATE)**/SALMETEROL**(SOUS FORME DE XINAFOATE),SEROFLO,PDRE. INHAL. EN GLES. + INHALATEUR,250µG/50µG/GLE.**,B/30,Liste I
FLUTICASONE (SOUS FORME DE PROPIONATE)/SALMETEROL(SOUS FORME DE XINAFOATE),SALFLUZON,CAPSULES CONTENANT PDRE.PR INHAL.,500µG**/50µG*,B/60 +INHALATEUR ,Liste I
FLUTOCASONE PROPIONATE/SALMETEROL XINAFOATE EXPRIME EN SALMETEROL,BREQUAL,CAPSULES CONTENANT DE LA PDRE P.INHALATION,500µG/50µG,B/60 CAPSULES + 1 INHALATEUR QHALER,Liste I
BUDESONIDE/FORMOTEROL,SYMBICORT TURBUHALER,PDRE. P. INHAL.,100µG/6µG/DOSE,FL./120DOSES,Liste I
BUDESONIDE/FORMOTEROL (SOUS FORME DE FUMARATE)**,FORACORT,PDRE. INHAL. EN GLES. + INHALATEUR,100µG/6µG/GLE.**,B/30,Liste I
BUDESONIDE/FORMOTEROL,SYMBICORT TURBUHALER,PDRE. P. INHAL.,200µG/6µG/DOSE,FL./120DOSES,Liste I
BUDESONIDE/FORMOTEROL (SOUS FORME DE FUMARATE)**,FORACORT,PDRE. INHAL. EN GLES. + INHALATEUR,200µG/6µG/GLE.**,B/30,Liste I
BUDESONIDE/FORMOTEROL,SYMBICORT TURBUHALER,PDRE. P. INHAL.,400µG/12µG/DOSE,FL./60DOSES,Liste I
BUDESONIDE/FORMOTEROL ( FORMOTEROL FUMARATE ),BUDEK PLUS,PDRE. P. INHAL. EN GELULE,400µG/12µG/DOSE,B/01 FL./60 GELULES + INHALATEUR ORAL,Liste I
BUDESONIDE/FORMOTEROL (SOUS FORME DE FUMARATE DIHYDRATE)**,FORMONIDE,SUSP. INHAL.BUCCALE,100µG/6µG/DOSE**,FL./120DOSES,Liste I
BUDESONIDE/FORMOTEROL FUMARATE,FORACORT HFA 100,SPRAY BUCCAL,100µG/6µG/DOSE,FL./120DOSES,Liste I
BUDESONIDE/FORMOTEROL (SOUS FORME DE FUMARATE DIHYDRATE)**,FORMONIDE,SUSP. INHAL.BUCCALE,200µG/6µG/DOSE**,FL./120DOSES,Liste I
BUDESONIDE/FORMOTEROL FUMARATE,FORACORT HFA 200,SPRAY BUCCAL,200µG/6µG/DOSE,FL./120DOSES,Liste I
BECLOMETASONE DIPROPIONATE/FORMOTEROL FUMARATE DIHYDRATE,FOSTER,SOL P/INHALATION, 100µG/6µG ,FL/120 DOSES,Liste I
BERACTANT,SURVANTA,SUSPENSION INTRATRACHEALE,25 MG/ML,B/1 FL DE 4ML (100 MG DE PHOSPHOLIPIDES/4ML) OU B/1FL DE 8ML (200 MG DE PHOSPHOLIPIDES/8 ML),LISTE I
CALFACTANT,INFASURF,SUSPENSION INTRATRACHEALE,35 MG/ML,B/1 FL DE 3ML (105 MG DE PHOSPHOLIPIDES/3ML) ET B/1FL DE 6 ML (210 MG DE PHOSPHOLIPIDES/6ML),LISTE I
ACIDE NIFLUMIQUE,FLUCIDAL,POMMADE DERMIQUE ,0.03,TUBE/40G,
ACIDE NIFLUMIQUE,NIFLURIC,PDE.DERM.,0.03,T/40G,
DEXAMETHASONE ACETATE/SALICYLAMIDE/SALICYLATE D'HYDROXYETHYLE,PERCUTALGINE,GEL DERM.,"0,005%/2%/10%",T/30G,Liste I
DICLOFENAC DIETHYLAMINE (DICLOFENAC SODIQUE),VOLTARENE EMULGEL,GEL DERMIQUE ,0.01,TUBE/50G,LISTE II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,BIOFENAC,GEL DERM.,0.01,T/50G,Liste II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,CLOGEL,GEL DERM.,0.01,T/30G,Liste II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,DEFLAMAC,GEL DERM.,0.01,T/50G,Liste II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,DICLOFENAC NOVA GENERICS,GEL DERM.,0.01,T/50G,Liste II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,PHLOGOREN,GEL DERM.,0.01,T/50G,Liste II
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,TABIFLEX COOL,GEL  EMULSION DERM.,0.01,B/01 TUBE DE 50G,Liste II
DICLOFENAC SODIQUE,VOLTAMEX,GEL DERMIQUE,0.01,B/1 TUBE DE 50G,LISTE I
DICLOFENAC SODIQUE,VOLTENAC,GEL DERM.,0.01,T/50G,Liste II
OXYFENAC,DICLOFENAC SODIQUE,GEL DERMIQUE ,0.01,B/01 TUBE DE 50G,LISTE II 
PIROXICAM,FELCAM,GEL ,0.005,T/50G,Liste I
PIROXICAM,FENOXAM,GEL DERM.,0.005,T/50G,Liste I
PIROXICAM,ORTHOCAM,GEL DERM.,0.005,T/25G,Liste I
PIROXICAM,PIROXENE,GEL DERM.,0.005,T./40G,Liste I
PIROXICAM,PIROXICAM NOVAGENERICS,GEL DERM.,0.005,T/50G,Liste I
PIROXICAM,PRIXAM,GEL DERMIQUE ,0.005,TUBE/50G,LISTE I
ACIDE NIFLUMIQUE,GEMATE GEL,GEL DERM.,0.025,T/60G,
ACIDE NIFLUMIQUE,NIFLUGEL,GEL DERM.,0.025,T/60G,
ACIDE NIFLUMIQUE,NIFLUMEX,Gel dermique,0.025,T/50G,
ACIDE NIFLUMIQUE,NIFLURIC,GEL DERM.,0.025,T/40G,
KETOPROFENE,GEPROFEN,GEL DERM.,0.025,T/60G,Liste II
KETOPROFENE,KETOFEN,GEL DERM.,0.025,T./40G,Liste II
KETOPROFENE,KETOMEX,GEL DERMIQUE,2.50%,B/1 TUBE DE 50G,LISTE II
KETOPROFENE,KETONYX,GEL,2.50%,TUBE/50G,LISTE II
KETOPROFENE,KETUM,GEL DERM.,0.025,T/60G,Liste II
KETOPROFENE,KOPROFEN,GEL DERMIQUE,0.025,T/60G,LISTE II
KETOPROFENE,K-PROFEN,GEL DERM.,0.025,T/50G,Liste II
KETOPROFENE,PROFEN,GEL DERMIQUE ,0.025,TUBE DE 50G,LISTE II
DEXAMETHASONE / SALICYLAMIDE /SALICYLATE D''HYDROXYETHYLE,PERCUTALGINE SPRAY,SOL.DERM.,"0,05%/8,5%/10%",FLACON PRESSURISE DE 40ML AVEC POMPE DOSEUSE ,Liste I
IBUPROFENE,ANTALFEN,GEL DERM.,5% ( 5G/100 G ),T/50G,
IBUPROFENE,GELFEN5%,GEL DERMIQUE ,5% ( 5G/100 G ),TUBE/50G,
IBUPROFENE/LEVOMENTHOL,IBUTHOL,GEL,5G/3G POUR 100G,TUBE DE 50G,
DICLOFENAC DIETHYLAMINE EXPRIME EN DICLOFENAC SODIQUE,VOLTUM,GEL,0.02,TUBE/50G,LISTE II
ALLOPURINOL,NADLORIC,COMPRIME,100MG,B/30,Liste I
ALLOPURINOL,NO URIC 100,COMPRIME,100MG,B/50 ,Liste I
ALLOPURINOL,ZANURIC 100,COMPRIME,100MG,B/30,Liste I
ALLOPURINOL,ZYLORIC,COMPRIME ,100MG,B/50,LISTE I 
ALLOPURINOL,NADLORIC,COMP.,300MG,B/30,LISTE I
ALLOPURINOL,NO URIC 300,COMPRIME,300MG,B/20 ,Liste I
ALLOPURINOL,ZANURIC,COMPRIME,300MG,B/30,Liste I
COLCHICINE ,COLCHICINE OPOCALCIUM,COMPRIME SECABLE ,1MG,B/20,Liste I
COLCHICINE CRISTALISEE,COLCHIMED,COMPRIME ,1MG,B/20,LISTE I
COLCHICINE CRISTALISEE,COLCHIMEX,COMPRIME,1MG,B/20,Liste I
FEBUXOSTAT,ADENUMAX,COMP.PELLI.,80 MG ,B/30 ,LISTE I
FEBUXOSTAT,FEBOREX,COMP.PELLI.,80 MG ,B/30,LISTE I
FEBUXOSTAT,TAZOTAX,COMP.PELLI.,80MG,B/30,LISTE I
FEBUXOSTAT,FEBOREX,COMP.PELLI.,120 MG,B/30,LISTE I
FEBUXOSTAT,TAZOTAX,COMP.PELLI.,120 MG,B/30,LISTE I
FEBUXOSTAT,FEBOREX,COMP.PELLI.,40 MG,B/30,LISTE I
CALCITONINE SYNTHETIQUE DE SAUMON,CALCO,SOL. INJ.,100UI/ML,B/5AMP. DE 1ML,Liste II
PAMIDRONATE SODIUM,PAMIDRIA,PDRE LYOPHILISEE P/INJ EN PERF IV,90MG/FL.,B/01 FL. DE LYOPHILISAT+ 01 AMP. DE SOLVANT DE 10ML (EPPI),Liste I
